RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-04-06;PCARQ57;BRPCAR3Q0142;EQUITY PUT;;;;;;1,76;;
2020-04-06;PCARQ58;BRPCAR3Q00O9;EQUITY PUT;;;;;;2,01;;
2020-04-06;PCARQ59;BRPCAR3Q0159;EQUITY PUT;;;;;;2,27;;
2020-04-06;PCARQ60;BRPCAR3Q00L5;EQUITY PUT;;;;;;2,57;;
2020-04-06;PCARQ610;BRPCAR3Q0175;EQUITY PUT;;;;;;2,9;;
2020-04-06;PCARQ62;BRPCAR3Q00P6;EQUITY PUT;3,11;3,19;3,14;3,12;;3,26;3;300
2020-04-06;PCARQ630;BRPCAR3Q0167;EQUITY PUT;;;;;;3,65;;
2020-04-06;PCARQ65;BRPCAR3Q00N1;EQUITY PUT;;;;;;4,54;;
2020-04-06;PCARQ66;BRPCAR3Q00C4;EQUITY PUT;;;;;;5,04;;
2020-04-06;PCARQ68;BRPCAR3Q00J9;EQUITY PUT;;;;;;6,14;;
2020-04-06;PCARQ69;BRPCAR3Q0043;EQUITY PUT;;;;;;6,74;;
2020-04-06;PCARQ70;BRPCAR3Q0092;EQUITY PUT;;;;;;7,37;;
2020-04-06;PCARQ71;BRPCAR3Q00F7;EQUITY PUT;;;;;;8,03;;
2020-04-06;PCARQ72;BRPCAR3Q0050;EQUITY PUT;;;;;;8,73;;
2020-04-06;PCARQ73;BRPCAR3Q0068;EQUITY PUT;;;;;;9,45;;
2020-04-06;PCARQ74;BRPCAR3Q00E0;EQUITY PUT;;;;;;10,2;;
2020-04-06;PCARQ740;BRPCAR3Q0035;EQUITY PUT;;;;;;28,46;;
2020-04-06;PCARQ75;BRPCAR3Q0076;EQUITY PUT;;;;;;10,97;;
2020-04-06;PCARQ76;BRPCAR3Q00I1;EQUITY PUT;;;;;;11,77;;
2020-04-06;PCARQ760;BRPCAR3Q0027;EQUITY PUT;;;;;;20,69;;
2020-04-06;PCARQ77;BRPCAR3Q00H3;EQUITY PUT;;;;;;12,59;;
2020-04-06;PCARQ78;BRPCAR3Q00A8;EQUITY PUT;;;;;;13,43;;
2020-04-06;PCARQ784;BRPCAR3Q0001;EQUITY PUT;;;;;;18,81;;
2020-04-06;PCARQ787;BRPCAR3Q0019;EQUITY PUT;;;;;;21,64;;
2020-04-06;PCARQ79;BRPCAR3Q00G5;EQUITY PUT;;;;;;14,29;;
2020-04-06;PCARQ80;BRPCAR3Q00D2;EQUITY PUT;;;;;;15,17;;
2020-04-06;PCARQ81;BRPCAR3Q0084;EQUITY PUT;;;;;;16,06;;
2020-04-06;PCARR18;BRPCAR3R00H1;EQUITY PUT;;;;;;0,77;;
2020-04-06;PCARR19;BRPCAR3R00A6;EQUITY PUT;;;;;;0,88;;
2020-04-06;PCARR48;BRPCAR3R0018;EQUITY PUT;;;;;;0,72;;
2020-04-06;PCARR49;BRPCAR3R0034;EQUITY PUT;;;;;;0,82;;
2020-04-06;PCARR50;BRPCAR3R0059;EQUITY PUT;;;;;;0,94;;
2020-04-06;PCARR51;BRPCAR3R0000;EQUITY PUT;;;;;;1,06;;
2020-04-06;PCARR52;BRPCAR3R00D0;EQUITY PUT;;;;;;1,21;;
2020-04-06;PCARR53;BRPCAR3R00B4;EQUITY PUT;;;;;;1,36;;
2020-04-06;PCARR54;BRPCAR3R00J7;EQUITY PUT;;;;;;1,54;;
2020-04-06;PCARR55;BRPCAR3R00C2;EQUITY PUT;;;;;;1,73;;
2020-04-06;PCARR56;BRPCAR3R00G3;EQUITY PUT;;;;;;1,94;;
2020-04-06;PCARR57;BRPCAR3R0067;EQUITY PUT;;;;;;2,18;;
2020-04-06;PCARR58;BRPCAR3R0042;EQUITY PUT;;;;;;2,44;;
2020-04-06;PCARR59;BRPCAR3R0091;EQUITY PUT;;;;;;2,73;;
2020-04-06;PCARR60;BRPCAR3R0083;EQUITY PUT;;;;;;3,04;;
2020-04-06;PCARR61;BRPCAR3R00E8;EQUITY PUT;;;;;;3,38;;
2020-04-06;PCARR62;BRPCAR3R0075;EQUITY PUT;;;;;;3,75;;
2020-04-06;PCARR63;BRPCAR3R0026;EQUITY PUT;;;;;;4,16;;
2020-04-06;PCARR64;BRPCAR3R00I9;EQUITY PUT;;;;;;4,59;;
2020-04-06;PCARR65;BRPCAR3R00F5;EQUITY PUT;;;;;;5,05;;
2020-04-06;PCARS715;BRPCAR3S0009;EQUITY PUT;;;;;;16,78;;
2020-04-06;PCARS725;BRPCAR3S0033;EQUITY PUT;;;;;;26,72;;
2020-04-06;PCARS765;BRPCAR3S0017;EQUITY PUT;;;;;;30,55;;
2020-04-06;PCARS780;BRPCAR3S0041;EQUITY PUT;;;;;;22,52;;
2020-04-06;PCARS790;BRPCAR3S0025;EQUITY PUT;;;;;;24,37;;
2020-04-06;PCARU700;BRPCAR3U0013;EQUITY PUT;;;;;;24,32;;
2020-04-06;PCARU785;BRPCAR3U0005;EQUITY PUT;;;;;;22,98;;
2020-04-06;PCARV710;BRPCAR3V0012;EQUITY PUT;;;;;;9,77;;
2020-04-06;PCARV810;BRPCAR3V0004;EQUITY PUT;;;;;;16,79;;
2020-04-06;PCARX700;BRPCAR3X0044;EQUITY PUT;;;;;;24,34;;
2020-04-06;PCARX702;BRPCAR3X0002;EQUITY PUT;;;;;;35,07;;
2020-04-06;PCARX704;BRPCAR3X0077;EQUITY PUT;;;;;;36,93;;
2020-04-06;PCARX706;BRPCAR3X0036;EQUITY PUT;;;;;;38,8;;
2020-04-06;PCARX715;BRPCAR3X0028;EQUITY PUT;;;;;;17,45;;
2020-04-06;PCARX755;BRPCAR3X0010;EQUITY PUT;;;;;;20,6;;
2020-04-06;PCARX775;BRPCAR3X0069;EQUITY PUT;;;;;;30,95;;
2020-04-06;PCARX776;BRPCAR3X0051;EQUITY PUT;;;;;;13,47;;
2020-04-06;PETRA1;BRPETR4A0RR0;EQUITY CALL;;;;;;0,77;;
2020-04-06;PETRA10;BRPETR4A0SU2;EQUITY CALL;;;;;;6,91;;
2020-04-06;PETRA11;BRPETR4A0SW8;EQUITY CALL;;;;;;6,24;;
2020-04-06;PETRA12;BRPETR4A0SS6;EQUITY CALL;;;;;;5,61;;
2020-04-06;PETRA13;BRPETR4A0SP2;EQUITY CALL;;;;;;5,05;;
2020-04-06;PETRA140;BRPETR4A0SY4;EQUITY CALL;;;;;;4,53;;
2020-04-06;PETRA145;BRPETR4A0SX6;EQUITY CALL;;;;;;4,29;;
2020-04-06;PETRA15;BRPETR4A0SL1;EQUITY CALL;4,55;4,65;4,64;4,55;;4,07;5;2100
2020-04-06;PETRA16;BRPETR4A0SI7;EQUITY CALL;;;;;;3,65;;
2020-04-06;PETRA17;BRPETR4A0SJ5;EQUITY CALL;;;;;;3,27;;
2020-04-06;PETRA18;BRPETR4A0SK3;EQUITY CALL;;;;;;2,94;;
2020-04-06;PETRA19;BRPETR4A0SH9;EQUITY CALL;;;;;;2,64;;
2020-04-06;PETRA200;BRPETR4A0SE6;EQUITY CALL;;;;;;2,37;;
2020-04-06;PETRA21;BRPETR4A0SC0;EQUITY CALL;;;;;;2,13;;
2020-04-06;PETRA22;BRPETR4A0SB2;EQUITY CALL;;;;;;1,92;;
2020-04-06;PETRA23;BRPETR4A0SD8;EQUITY CALL;;;;;;1,73;;
2020-04-06;PETRA240;BRPETR4A0SA4;EQUITY CALL;;;;;;1,56;;
2020-04-06;PETRA25;BRPETR4A0S89;EQUITY CALL;;;;;;1,41;;
2020-04-06;PETRA26;BRPETR4A0S30;EQUITY CALL;;;;;;1,28;;
2020-04-06;PETRA27;BRPETR4A0S63;EQUITY CALL;;;;;;1,16;;
2020-04-06;PETRA28;BRPETR4A0RY6;EQUITY CALL;;;;;;1,06;;
2020-04-06;PETRA29;BRPETR4A0RV2;EQUITY CALL;;;;;;0,96;;
2020-04-06;PETRA3;BRPETR4A0RS8;EQUITY CALL;;;;;;0,65;;
2020-04-06;PETRA300;BRPETR4A0RZ3;EQUITY CALL;;;;;;0,88;;
2020-04-06;PETRA31;BRPETR4A0RT6;EQUITY CALL;;;;;;0,8;;
2020-04-06;PETRA32;BRPETR4A0S55;EQUITY CALL;;;;;;0,74;;
2020-04-06;PETRA34;BRPETR4A0S14;EQUITY CALL;;;;;;0,62;;
2020-04-06;PETRA40;BRPETR4A0ST4;EQUITY CALL;;;;;;6,57;;
2020-04-06;PETRA41;BRPETR4A0SR8;EQUITY CALL;;;;;;5,92;;
2020-04-06;PETRA42;BRPETR4A0SV0;EQUITY CALL;;;;;;5,32;;
2020-04-06;PETRA43;BRPETR4A0SQ0;EQUITY CALL;;;;;;4,78;;
2020-04-06;PETRA45;BRPETR4A0SN7;EQUITY CALL;;;;;;3,85;;
2020-04-06;PETRA46;BRPETR4A0SO5;EQUITY CALL;;;;;;3,45;;
2020-04-06;PETRA47;BRPETR4A0SM9;EQUITY CALL;;;;;;3,1;;
2020-04-06;PETRA48;BRPETR4A0SG1;EQUITY CALL;;;;;;2,78;;
2020-04-06;PETRA49;BRPETR4A0SF3;EQUITY CALL;;;;;;2,5;;
2020-04-06;PETRA56;BRPETR4A0RU4;EQUITY CALL;;;;;;1,22;;
2020-04-06;PETRA59;BRPETR4A0RX8;EQUITY CALL;;;;;;0,92;;
2020-04-06;PETRA94;BRPETR4A0T05;EQUITY CALL;;;;;;7,34;;
2020-04-06;PETRA96;BRPETR4A0SZ1;EQUITY CALL;;;;;;7,2;;
2020-04-06;PETRA98;BRPETR4A0T13;EQUITY CALL;;;;;;7,05;;
2020-04-06;PETRB10;BRPETR4B0RA5;EQUITY CALL;;;;;;8,15;;
2020-04-06;PETRB237;BRPETR4B0R70;EQUITY CALL;;;;;;1,78;;
2020-04-06;PETRB265;BRPETR4B0R88;EQUITY CALL;;;;;;1,38;;
2020-04-06;PETRB300;BRPETR4B0QV3;EQUITY CALL;;;;;;2,65;;
2020-04-06;PETRB310;BRPETR4B0QU5;EQUITY CALL;;;;;;2,54;;
2020-04-06;PETRB317;BRPETR4B0R96;EQUITY CALL;;;;;;0,88;;
2020-04-06;PETRB350;BRPETR4B0R62;EQUITY CALL;;;;;;0,69;;
2020-04-06;PETRB360;BRPETR4B0R39;EQUITY CALL;;;;;;0,64;;
2020-04-06;PETRB731;BRPETR4B0R47;EQUITY CALL;;;;;;0,94;;
2020-04-06;PETRB8;BRPETR4B0RB3;EQUITY CALL;;;;;;9,33;;
2020-04-06;PETRB9;BRPETR4B0RC1;EQUITY CALL;;;;;;8,72;;
2020-04-06;PETRC290;BRPETR4C0QY6;EQUITY CALL;;;;;;2,9;;
2020-04-06;PETRD10;BRPETR4D0TY9;EQUITY CALL;5,21;5,93;5,72;5,3;;5,69;48;39500
2020-04-06;PETRD104;BRPETR4D0UI0;EQUITY CALL;4,93;5,6;5,21;5,01;;5,46;24;3200
2020-04-06;PETRD107;BRPETR4D0TM4;EQUITY CALL;4,73;5,36;5,07;5,1;;5,22;52;44300
2020-04-06;PETRD109;BRPETR4D0UC3;EQUITY CALL;4,53;4,88;4,71;4,53;;4,98;51;6000
2020-04-06;PETRD11;BRPETR4D0TW3;EQUITY CALL;4,23;5;4,64;4,41;;4,75;51;41600
2020-04-06;PETRD114;BRPETR4D0UF6;EQUITY CALL;4,32;4,32;4,32;4,32;;4,52;1;700
2020-04-06;PETRD117;BRPETR4D0TN2;EQUITY CALL;3,76;4,54;4,18;4,28;;4,28;824;660900
2020-04-06;PETRD119;BRPETR4D0UM2;EQUITY CALL;3,68;4,09;3,94;3,68;;4,06;4;1100
2020-04-06;PETRD12;BRPETR4D0TX1;EQUITY CALL;3,34;4,08;3,72;3,85;;3,83;97;92500
2020-04-06;PETRD124;BRPETR4D0U63;EQUITY CALL;3,24;3,31;3,29;3,24;;3,61;2;600
2020-04-06;PETRD127;BRPETR4D0TA9;EQUITY CALL;2,98;3,64;3,32;3,09;;3,39;138;133800
2020-04-06;PETRD129;BRPETR4D0TJ0;EQUITY CALL;2,76;3,4;3,19;3,15;;3,17;394;154000
2020-04-06;PETRD132;BRPETR4D0US9;EQUITY CALL;2,5;3,3;2,9;2,99;;2,96;45;130300
2020-04-06;PETRD134;BRPETR4D0UJ8;EQUITY CALL;2,41;2,9;2,75;2,41;;2,75;6;3800
2020-04-06;PETRD137;BRPETR4D0TC5;EQUITY CALL;2,15;2,78;2,53;2,53;;2,55;828;929800
2020-04-06;PETRD139;BRPETR4D0TF8;EQUITY CALL;2;2,53;2,35;2,2;;2,35;108;163000
2020-04-06;PETRD14;BRPETR3D0689;EQUITY CALL;2,25;2,55;2,45;2,55;;2,39;4;9300
2020-04-06;PETRD142;BRPETR4D0UE9;EQUITY CALL;1,76;2,34;2,16;2,14;;2,16;90;115600
2020-04-06;PETRD144;BRPETR4D0UN0;EQUITY CALL;1,64;2,04;1,84;1,75;;1,98;19;20000
2020-04-06;PETRD147;BRPETR4D0TB7;EQUITY CALL;1,44;2,2;1,82;1,86;;1,8;1257;1638300
2020-04-06;PETRD149;BRPETR4D0TG6;EQUITY CALL;1,29;1,84;1,6;1,65;;1,64;578;1198400
2020-04-06;PETRD15;BRPETR3D05S4;EQUITY CALL;1,5;1,97;1,71;1,8;;1,56;29;35800
2020-04-06;PETRD150;BRPETR4D0U14;EQUITY CALL;5,54;6,12;5,83;5,71;;6,12;22;24100
2020-04-06;PETRD152;BRPETR4D0UL4;EQUITY CALL;1,15;1,7;1,43;1,47;;1,48;397;801200
2020-04-06;PETRD154;BRPETR4D0U06;EQUITY CALL;1,08;1,52;1,29;1,31;;1,33;118;501700
2020-04-06;PETRD157;BRPETR4D0TH4;EQUITY CALL;0,9;1,42;1,17;1,18;;1,2;2887;5343800
2020-04-06;PETRD159;BRPETR4D0TE1;EQUITY CALL;0,81;1,29;1,06;1,1;;1,07;1284;2242500
2020-04-06;PETRD16;BRPETR3D0630;EQUITY CALL;1;1,31;1,1;1,05;;0,91;42;321100
2020-04-06;PETRD162;BRPETR4D0UG4;EQUITY CALL;0,71;1,11;0,95;0,96;;0,95;874;2439600
2020-04-06;PETRD164;BRPETR4D0U89;EQUITY CALL;0,65;1,15;0,77;0,85;;0,85;86;276700
2020-04-06;PETRD167;BRPETR4D0TK8;EQUITY CALL;0,55;0,89;0,74;0,75;;0,76;3311;8782600
2020-04-06;PETRD169;BRPETR4D0TD3;EQUITY CALL;0,48;0,9;0,65;0,66;;0,67;791;1782300
2020-04-06;PETRD17;BRPETR3D0614;EQUITY CALL;0,6;0,8;0,7;0,76;;0,5;28;62400
2020-04-06;PETRD172;BRPETR4D0U48;EQUITY CALL;0,43;0,72;0,58;0,6;;0,6;1004;3390900
2020-04-06;PETRD174;BRPETR4D0U55;EQUITY CALL;0,39;0,79;0,5;0,5;;0,53;361;564600
2020-04-06;PETRD177;BRPETR4D0TI2;EQUITY CALL;0,33;0,56;0,45;0,47;;0,47;2864;10424000
2020-04-06;PETRD179;BRPETR4D0TL6;EQUITY CALL;0,3;0,55;0,39;0,4;;0,42;662;2636900
2020-04-06;PETRD18;BRPETR3D05Q8;EQUITY CALL;0,35;0,55;0,45;0,5;;0,29;58;195800
2020-04-06;PETRD180;BRPETR4D0U71;EQUITY CALL;4,5;5;4,85;4,8;;5,16;7;3100
2020-04-06;PETRD182;BRPETR4D0TO0;EQUITY CALL;0,27;0,43;0,36;0,35;;0,37;795;2661100
2020-04-06;PETRD184;BRPETR4D0UA7;EQUITY CALL;0,24;0,4;0,32;0,31;;0,33;98;405200
2020-04-06;PETRD19;BRPETR4D0S26;EQUITY CALL;0,19;0,32;0,25;0,26;;0,27;1213;5771100
2020-04-06;PETRD190;BRPETR3D0606;EQUITY CALL;0,27;0,27;0,27;0,27;;0,19;5;19500
2020-04-06;PETRD192;BRPETR4D0U30;EQUITY CALL;0,18;0,28;0,22;0,24;;0,24;239;749600
2020-04-06;PETRD194;BRPETR4D0RX5;EQUITY CALL;0,21;0,35;0,29;0,29;;0,3;801;2360200
2020-04-06;PETRD197;BRPETR4D0UU5;EQUITY CALL;0,14;0,23;0,18;0,19;;0,19;528;1661300
2020-04-06;PETRD2;BRPETR4D0UR1;EQUITY CALL;3,8;3,9;3,85;3,8;;4,64;2;600
2020-04-06;PETRD20;BRPETR4D0T74;EQUITY CALL;0,12;0,24;0,17;0,18;;0,18;1258;6101100
2020-04-06;PETRD200;BRPETR3D05T2;EQUITY CALL;0,16;0,2;0,18;0,16;;0,15;2;200
2020-04-06;PETRD202;BRPETR4D0RW7;EQUITY CALL;0,16;0,25;0,21;0,2;;0,22;238;860200
2020-04-06;PETRD207;BRPETR4D0UK6;EQUITY CALL;0,09;0,16;0,12;0,14;;0,13;302;606300
2020-04-06;PETRD21;BRPETR4D0T82;EQUITY CALL;0,08;0,15;0,11;0,12;;0,12;298;1297800
2020-04-06;PETRD210;BRPETR3D0697;EQUITY CALL;;;;;;0,12;;
2020-04-06;PETRD212;BRPETR4D0RL0;EQUITY CALL;0,1;0,19;0,14;0,14;;0,14;102;454000
2020-04-06;PETRD213;BRPETR4D0UD1;EQUITY CALL;0,08;0,16;0,09;0,1;;0,11;108;138600
2020-04-06;PETRD214;BRPETR4D0UB5;EQUITY CALL;0,08;0,11;0,08;0,08;;0,1;13;141200
2020-04-06;PETRD219;BRPETR4D0U22;EQUITY CALL;0,06;0,08;0,07;0,08;;0,08;33;286800
2020-04-06;PETRD22;BRPETR4D0RH8;EQUITY CALL;0,06;0,1;0,07;0,08;;0,08;420;2976200
2020-04-06;PETRD220;BRPETR3D05R6;EQUITY CALL;;;;;;0,1;;
2020-04-06;PETRD224;BRPETR4D0T90;EQUITY CALL;0,06;0,08;0,07;0,07;;0,07;36;267300
2020-04-06;PETRD226;BRPETR4D0RB1;EQUITY CALL;0,07;0,12;0,08;0,08;;0,09;493;2772800
2020-04-06;PETRD23;BRPETR3D05Z9;EQUITY CALL;0,06;0,07;0,06;0,06;;0,07;3;1700
2020-04-06;PETRD232;BRPETR4D0UQ3;EQUITY CALL;0,04;0,06;0,05;0,05;;0,06;23;253400
2020-04-06;PETRD234;BRPETR4D0RV9;EQUITY CALL;0,04;0,08;0,06;0,06;;0,07;264;1200800
2020-04-06;PETRD237;BRPETR4D0RK2;EQUITY CALL;0,04;0,06;0,05;0,05;;0,06;33;172700
2020-04-06;PETRD238;BRPETR4D0SH6;EQUITY CALL;0,04;0,05;0,04;0,05;;0,05;18;61100
2020-04-06;PETRD24;BRPETR3D05M7;EQUITY CALL;0,05;0,08;0,06;0,07;;0,05;5;9100
2020-04-06;PETRD240;BRPETR4D0SG8;EQUITY CALL;0,03;0,06;0,04;0,05;;0,05;166;1118600
2020-04-06;PETRD244;BRPETR4D0UT7;EQUITY CALL;0,03;0,04;0,03;0,04;;0,04;3;2700
2020-04-06;PETRD245;BRPETR3D0598;EQUITY CALL;;;;;;0,04;;
2020-04-06;PETRD247;BRPETR4D0RO4;EQUITY CALL;0,04;0,04;0,04;0,04;;0,05;34;296300
2020-04-06;PETRD249;BRPETR4D0SU9;EQUITY CALL;0,03;0,04;0,03;0,03;;0,04;9;16900
2020-04-06;PETRD25;BRPETR4D0SW5;EQUITY CALL;0,02;0,04;0,03;0,03;;0,03;51;253900
2020-04-06;PETRD250;BRPETR3D05C8;EQUITY CALL;;;;;;0,03;;
2020-04-06;PETRD252;BRPETR4D0RS5;EQUITY CALL;0,03;0,06;0,03;0,04;;0,04;42;218800
2020-04-06;PETRD253;BRPETR4D0S34;EQUITY CALL;0,02;0,04;0,03;0,03;;0,04;41;320500
2020-04-06;PETRD254;BRPETR4D0SY1;EQUITY CALL;0,03;0,04;0,03;0,03;;0,03;28;218400
2020-04-06;PETRD259;BRPETR4D0ST1;EQUITY CALL;0,02;0,04;0,02;0,02;;0,03;17;52200
2020-04-06;PETRD262;BRPETR4D0SQ7;EQUITY CALL;0,02;0,03;0,02;0,02;;0,03;36;195000
2020-04-06;PETRD265;BRPETR4D0RM8;EQUITY CALL;0,02;0,03;0,02;0,02;;0,03;34;363200
2020-04-06;PETRD266;BRPETR3D0580;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD272;BRPETR4D0RR7;EQUITY CALL;0,01;0,03;0,02;0,02;;0,02;25;114600
2020-04-06;PETRD275;BRPETR4D0RU1;EQUITY CALL;0,01;0,03;0,02;0,02;;0,02;33;119600
2020-04-06;PETRD276;BRPETR3D05B0;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD277;BRPETR4D0RP1;EQUITY CALL;0,01;0,02;0,01;0,02;;0,02;11;175400
2020-04-06;PETRD28;BRPETR4D0SX3;EQUITY CALL;0,01;0,02;0,01;0,01;;0,01;53;303900
2020-04-06;PETRD280;BRPETR4D0S75;EQUITY CALL;1;1,43;1,12;1;;1,54;6;2200
2020-04-06;PETRD281;BRPETR4D0RC9;EQUITY CALL;0,01;0,02;0,01;0,01;;0,02;19;88400
2020-04-06;PETRD282;BRPETR4D0S42;EQUITY CALL;0,01;0,02;0,01;0,02;;0,02;33;481800
2020-04-06;PETRD283;BRPETR4D0SI4;EQUITY CALL;0,01;0,02;0,01;0,01;;0,02;33;196000
2020-04-06;PETRD284;BRPETR4D0RG0;EQUITY CALL;0,01;0,02;0,01;0,01;;0,02;10;3900
2020-04-06;PETRD289;BRPETR4D0RY3;EQUITY CALL;0,01;0,02;0,01;0,01;;0,01;37;197600
2020-04-06;PETRD29;BRPETR4D0SN4;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;17;148300
2020-04-06;PETRD290;BRPETR4D0SB9;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;13;121200
2020-04-06;PETRD295;BRPETR3D04Z2;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD3;BRPETR3D05J3;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD30;BRPETR4D0RZ0;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;17;33900
2020-04-06;PETRD300;BRPETR4D0S83;EQUITY CALL;0,55;0,95;0,71;0,7;;1,32;4;600
2020-04-06;PETRD301;BRPETR4D0S00;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;5;3800
2020-04-06;PETRD302;BRPETR4D0S91;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;3;4000
2020-04-06;PETRD303;BRPETR4D0SJ2;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD305;BRPETR4D0SF0;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD306;BRPETR3D05A2;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD307;BRPETR3D05O3;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD308;BRPETR4D0SL8;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;5000
2020-04-06;PETRD31;BRPETR4D0SD5;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;4;8700
2020-04-06;PETRD310;BRPETR3D04Y5;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD312;BRPETR3D04V1;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;500
2020-04-06;PETRD313;BRPETR4D0SS3;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD317;BRPETR4D0RN6;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;1000
2020-04-06;PETRD318;BRPETR4D0SC7;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD320;BRPETR4D0SK0;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD324;BRPETR4D0SO2;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD325;BRPETR4D0SE3;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD326;BRPETR3D0531;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD328;BRPETR4D0RF2;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;1000
2020-04-06;PETRD333;BRPETR4D0SM6;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;3200
2020-04-06;PETRD335;BRPETR3D04W9;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD336;BRPETR4D0RE5;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD339;BRPETR4D0SP9;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD34;BRPETR4D0RI6;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;200
2020-04-06;PETRD340;BRPETR3D0564;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD342;BRPETR4D0SV7;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD343;BRPETR4D0RD7;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD345;BRPETR4D0RT3;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;3500
2020-04-06;PETRD346;BRPETR3D0523;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD347;BRPETR3D04X7;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD349;BRPETR4D0U97;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD35;BRPETR3D05N5;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD350;BRPETR4D0S59;EQUITY CALL;0,17;0,17;0,17;0,17;;0,92;1;100
2020-04-06;PETRD351;BRPETR4D0UO8;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;1000
2020-04-06;PETRD352;BRPETR4D0RQ9;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD354;BRPETR4D0S18;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD355;BRPETR3D05P0;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD357;BRPETR4D0UP5;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;100000
2020-04-06;PETRD359;BRPETR4D0SR5;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;2;16500
2020-04-06;PETRD362;BRPETR4D0RJ4;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD363;BRPETR3D05G9;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD369;BRPETR4D0T17;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD379;BRPETR4D0T33;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD393;BRPETR4D0SA1;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;2;7000
2020-04-06;PETRD399;BRPETR4D0T09;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD4;BRPETR4D0UX9;EQUITY CALL;11,79;11,87;11,83;11,87;;11,78;17;8300
2020-04-06;PETRD40;BRPETR3D06R4;EQUITY CALL;;;;;;5,69;;
2020-04-06;PETRD400;BRPETR4D0S67;EQUITY CALL;0,1;0,1;0,1;0,1;;0,68;1;500
2020-04-06;PETRD409;BRPETR4D0T25;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD41;BRPETR3D06I3;EQUITY CALL;;;;;;4,73;;
2020-04-06;PETRD419;BRPETR4D0SZ8;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD42;BRPETR3D06L7;EQUITY CALL;3,68;3,68;3,68;3,68;;3,79;1;200
2020-04-06;PETRD429;BRPETR4D0T66;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;3;6200
2020-04-06;PETRD439;BRPETR4D0T41;EQUITY CALL;;;;;;0,01;;
2020-04-06;PETRD44;BRPETR3D0663;EQUITY CALL;;;;;;1,95;;
2020-04-06;PETRD449;BRPETR4D0T58;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;10000
2020-04-06;PETRD45;BRPETR3D05V8;EQUITY CALL;;;;;;1,21;;
2020-04-06;PETRD450;BRPETR4D0UZ4;EQUITY CALL;;;;;;11,28;;
